#|num|weight|mean|covariance matrix|
|0|480.229088194|135.690983269 105.704803652 109.025054084|39.4446397666 10.3272940678 -2.00292528565 10.3272940678 106.696165601 5.72703009388 -2.00292528565 5.72703009388 30.5261244098|
|1|325.660606218|137.231095416 112.185930205 109.183576933|38.928429341 18.226045953 -0.25815664221 18.226045953 145.593685371 8.10176785947 -0.25815664221 8.10176785947 27.209627456|
|2|1797.08974963|147.513919585 144.676670021 116.999177808|40.2312876961 6.40286831561 12.4761932476 6.40286831561 21.6676786135 5.83217468625 12.4761932476 5.83217468625 19.0797230533|
|3|381.22773555|136.839026275 107.569916814 108.886114528|39.054147757 11.2209740276 -2.46108548389 11.2209740276 114.653995575 6.74930281334 -2.46108548389 6.74930281334 30.0522685715|
|4|1000.41543902|131.450823341 98.4323125328 110.406220402|21.0832822477 -0.997528017151 4.31081569639 -0.997528017151 88.0370575978 14.9893355543 4.31081569639 14.9893355543 29.3215373828|
|5|880.190746562|138.839766997 127.362415769 109.561636113|33.3175253458 7.35461818728 4.58463724141 7.35461818728 89.3049419709 10.8520003305 4.58463724141 10.8520003305 21.0693735991|
|6|452.760085086|136.590777047 111.358594404 109.339266649|39.1305575092 17.8823775362 -0.328468079095 17.8823775362 137.396160653 5.69921200613 -0.328468079095 5.69921200613 27.3461678508|
|7|1122.10854602|131.135707413 107.938628509 111.292823113|20.932188244 6.59390676196 4.94146120435 6.59390676196 67.3099506071 -2.73590645706 4.94146120435 -2.73590645706 25.5300795925|
|8|1496.61507361|140.516257723 115.253955531 118.828046425|24.1707080801 -8.50223458924 5.83343259521 -8.50223458924 26.2809034847 3.6794149886 5.83343259521 3.6794149886 23.3056640025|
|9|1511.77314044|133.735672455 100.299526054 100.943100803|34.5668686596 10.5382223794 1.01759061047 10.5382223794 27.0060560052 10.9397306186 1.01759061047 10.9397306186 27.4873768033|
|10|1940.04522387|136.845769477 93.3087421288 104.473990203|35.977924485 34.8515061341 -1.28775198406 34.8515061341 94.2323166985 -5.62146873372 -1.28775198406 -5.62146873372 17.9356771334|
|11|1405.18727956|151.262405593 142.450409506 106.347363884|26.8742648901 6.38961880921 2.56412708634 6.38961880921 17.8771062292 -0.113432965275 2.56412708634 -0.113432965275 23.6146574413|
|12|1024.43937619|142.6576132 129.99700073 109.310520355|39.0775618626 15.2117354384 1.67961570126 15.2117354384 53.567093441 -6.12370450859 1.67961570126 -6.12370450859 18.6304666658|
|13|1757.94753014|142.555240354 93.0597710415 111.157022531|23.6381938399 -5.28906928993 -3.65866714921 -5.28906928993 35.7596070452 7.21010125267 -3.65866714921 7.21010125267 19.6523640686|
|14|543.367737781|136.526863604 97.656110902 107.515703747|39.3555213089 17.9821284933 -1.56437788378 17.9821284933 85.5063313619 3.05249655839 -1.56437788378 3.05249655839 30.5361904395|
|15|627.674034184|137.722483558 120.444224619 109.241156439|41.0872847912 24.8725742179 3.20024839322 24.8725742179 121.327749582 7.7929356012 3.20024839322 7.7929356012 21.9038124235|
|16|1513.24009729|138.621272268 134.073601518 110.163513495|31.0695802854 4.01941123384 5.80549523893 4.01941123384 42.4823735571 8.4477725929 5.80549523893 8.4477725929 22.6812849105|
|17|400.422797927|138.945732036 123.667759345 109.527586591|39.6831157797 20.6620790614 3.85986956296 20.6620790614 107.083076929 7.91960276339 3.85986956296 7.91960276339 21.3828227308|
|18|535.703612738|134.582998038 97.3603024408 111.211821659|34.3443069154 6.01314309952 2.331938969 6.01314309952 81.8257383985 18.0477905094 2.331938969 18.0477905094 28.015786934|
