#|num|weight|mean|covariance matrix|
|0|1020.55314269|113.483845338 141.646593928 195.443079304|25.8824540649 -0.135573006866 4.03910728496 -0.135573006866 14.2045277286 -1.71639808731 4.03910728496 -1.71639808731 34.590479418|
|1|587.127152313|122.129673964 126.408109125 200.786583866|31.5614917293 0.495138377943 4.30611613392 0.495138377943 50.5788334961 5.50546464145 4.30611613392 5.50546464145 21.8083003549|
|2|616.291366167|118.791884498 137.315283069 202.911567869|56.7582541548 -16.5907983772 -2.59044830907 -16.5907983772 26.9229561283 4.05474500874 -2.59044830907 4.05474500874 16.1514594018|
|3|934.648420857|86.3764020647 126.91924352 195.510873673|13.3588475159 -12.0455184435 2.17580087522 -12.0455184435 30.6104514962 -1.13368406289 2.17580087522 -1.13368406289 14.2940293063|
|4|1176.38897908|102.020059076 141.621705066 203.15869585|37.5770677755 5.69245237106 -14.0078661178 5.69245237106 12.6883189427 -5.594140661 -14.0078661178 -5.594140661 30.5536052104|
|5|664.149747564|121.397250504 132.22759845 201.508476659|35.5394522408 -6.51564643761 3.12393965449 -6.51564643761 43.172285483 5.44493644054 3.12393965449 5.44493644054 19.1623266603|
|6|1419.94453134|115.916932436 119.080074415 207.98397743|23.798920494 0.764870585483 -3.69918912182 0.764870585483 12.835554242 0.728137212258 -3.69918912182 0.728137212258 32.234826831|
|7|964.35521791|123.586437124 122.918675971 200.041259029|24.5736821189 -1.98201993413 -3.21730406144 -1.98201993413 33.9234752333 4.60174074134 -3.21730406144 4.60174074134 30.2057156701|
|8|1432.88905149|94.6377622771 134.271952008 209.905443574|27.8618436505 10.29375915 9.65944173015 10.29375915 26.028165765 5.12064883054 9.65944173015 5.12064883054 15.4702171409|
|9|1024.62057418|122.408143464 128.707309928 201.166300358|31.8865828805 0.698868115931 4.84132644417 0.698868115931 50.909022882 5.93763484299 4.84132644417 5.93763484299 20.5741541615|
|10|1029.71591641|110.948023215 145.567723982 214.184560599|22.1785907886 6.58713783778 2.35433174095 6.58713783778 17.6980910125 5.72768130872 2.35433174095 5.72768130872 18.3032041827|
