#|num|weight|mean|covariance matrix|
|0|471.42974305|152.136050087 165.062023158 118.846664094|19.78149405 -0.880328575757 0.14254645954 -0.880328575757 29.5074551989 0.051904693044 0.14254645954 0.051904693044 33.8418506205|
|1|632.907561521|136.473794234 163.784353992 114.226251638|18.3305125595 3.80661204296 0.0912484942015 3.80661204296 21.8100354825 -8.62401041437 0.0912484942015 -8.62401041437 27.498006584|
|2|1921.42332757|165.703772461 157.811341628 115.589162387|34.2042975678 -7.22330594999 0.862185871052 -7.22330594999 17.5149545357 -3.68969587525 0.862185871052 -3.68969587525 30.4517317242|
|3|1156.82933789|139.016736173 161.183449359 119.144365092|33.5482521045 -0.477063106709 -14.0517224495 -0.477063106709 14.7669135689 2.50972673322 -14.0517224495 2.50972673322 21.6715816191|
|4|781.237626207|153.325266373 163.359081012 121.361308875|16.6924015325 -2.89851670346 -5.70443286835 -2.89851670346 29.0227309892 6.09902825317 -5.70443286835 6.09902825317 33.2527542821|
|5|101.452774567|152.457248382 162.377677366 116.181673254|55.4486190787 -11.5867193248 1.72928229252 -11.5867193248 30.2497559465 -1.78874865687 1.72928229252 -1.78874865687 29.367648872|
|6|453.590722108|157.53608561 160.146873774 115.394245101|56.9469641083 -13.8829868735 -1.03321182151 -13.8829868735 28.708799727 -2.48650472201 -1.03321182151 -2.48650472201 30.7160355164|
|7|2114.70579534|128.392303069 146.155698335 114.231320136|19.093353807 17.1745892288 0.0546473765517 17.1745892288 66.9613691602 1.25151082538 0.0546473765517 1.25151082538 11.4022552764|
|8|1433.47656529|159.801751457 152.082161245 115.714854869|15.1722330176 -6.04447890719 -1.71686713485 -6.04447890719 32.1432910863 -4.65088101528 -1.71686713485 -4.65088101528 25.5648120873|
|9|273.377158874|157.399343673 159.716033627 116.261006326|46.8639933408 -12.346427393 -2.73928666522 -12.346427393 33.3940984803 -1.42560399149 -2.73928666522 -1.42560399149 31.4643156482|
|10|1506.22218759|146.156876257 168.144763377 114.676394732|49.3650262553 7.03666433019 10.7994006611 7.03666433019 19.3028040759 5.47649433762 10.7994006611 5.47649433762 19.2716350404|
