#|num|weight|mean|covariance matrix|
|0|1547.032617|220.40293096 171.927676202 139.534440505|29.7821464124 5.14453596205 20.7676651564 5.14453596205 12.6668020246 5.093736419 20.7676651564 5.093736419 33.5228715784|
|1|915.470094832|197.452772391 171.720352828 132.167161501|29.0606523089 12.4823184955 -6.3928604919 12.4823184955 28.4073681637 -10.3319027413 -6.3928604919 -10.3319027413 22.6952787077|
|2|407.003470331|197.108271759 174.000813743 123.776893371|28.9474590388 4.6773662893 2.91753478456 4.6773662893 26.4790120225 -6.5990237491 2.91753478456 -6.5990237491 46.9893541478|
|3|1445.27232632|205.324361995 169.278155863 124.285276882|42.7432778327 1.15108438818 28.8707898178 1.15108438818 13.0031546211 3.5018904358 28.8707898178 3.5018904358 41.0069790946|
|4|1015.22019255|197.237313516 152.674318124 125.442481012|31.9482694943 -20.9656534313 -6.66416359794 -20.9656534313 31.8368791147 8.62518012291 -6.66416359794 8.62518012291 13.5506999856|
|5|417.440669417|193.71627296 169.948788831 123.143312695|32.9484304206 13.5525449664 6.21264275652 13.5525449664 37.9329116198 -5.17525071302 6.21264275652 -5.17525071302 49.0726646741|
|6|193.466623365|195.310967836 171.696195671 122.509193404|33.5872970774 11.8469033221 4.93893555424 11.8469033221 35.2003883201 -4.0707996925 4.93893555424 -4.0707996925 46.9290371898|
|7|1525.55005075|190.751316122 164.152255202 135.670326232|32.5229535661 4.58988796467 -7.23286569024 4.58988796467 22.5764825718 -2.56677301251 -7.23286569024 -2.56677301251 18.1314025069|
|8|1124.39154886|197.415275595 176.394466459 120.546607802|25.0256750072 1.32330885955 1.13203197885 1.32330885955 17.3731929337 -1.48670645423 1.13203197885 -1.48670645423 37.2023279861|
|9|1486.05963107|191.619003973 170.393954121 117.724406621|31.6813545086 18.3961121227 -2.33152831246 18.3961121227 33.6152554371 -3.54567585337 -2.33152831246 -3.54567585337 29.1622872497|
|10|681.616175494|191.317814936 163.575662843 125.908997728|19.8159614959 -2.23822466222 11.9550221926 -2.23822466222 25.1201600026 -7.0020429113 11.9550221926 -7.0020429113 42.387047181|
