#|num|weight|mean|covariance matrix|
|0|840.654815768|104.297698513 130.030672067 201.285309064|32.6695043527 -4.65142264508 6.32075502749 -4.65142264508 21.0241807607 -2.75060829445 6.32075502749 -2.75060829445 37.9784178543|
|1|1146.89095084|93.1892757765 137.033414075 194.51590695|35.5920820539 -22.5107215055 3.8121284965 -22.5107215055 43.3166558227 -13.8917255921 3.8121284965 -13.8917255921 34.3694992402|
|2|1764.84571287|109.238024272 131.358348588 210.760402518|32.5422185314 16.0983129676 13.5099293737 16.0983129676 32.3635445659 8.79681865803 13.5099293737 8.79681865803 25.1008948909|
|3|845.935360695|93.7167749595 147.291589124 199.338598244|18.7752974844 4.93006638996 -4.24681511395 4.93006638996 16.6748323239 1.7473958984 -4.24681511395 1.7473958984 20.162268486|
|4|1346.59940338|99.0197556193 118.715241046 199.732948565|21.1422824025 -6.00031113985 -3.18345878546 -6.00031113985 29.0326731086 -4.63436213672 -3.18345878546 -4.63436213672 17.1962834212|
|5|1130.72716986|86.8615490984 145.477117303 189.240367964|28.9798835955 -13.6437464458 -7.76653198154 -13.6437464458 23.3305143047 2.13724452471 -7.76653198154 2.13724452471 18.2962975873|
|6|862.228864285|123.440658305 129.810466224 213.664694382|52.8772194834 3.57057469953 -9.96959023213 3.57057469953 10.4412466408 0.41989929969 -9.96959023213 0.41989929969 9.30536823082|
|7|1068.73345972|102.100332288 142.056869948 191.353138461|16.0922787435 1.23543487549 -2.79698434445 1.23543487549 62.1158561486 -3.77781397148 -2.79698434445 -3.77781397148 9.46985033238|
|8|500.415641906|98.2633590055 132.99348776 196.471583388|46.376606596 -20.2884065183 2.08686329172 -20.2884065183 37.3462725337 -5.81891430791 2.08686329172 -5.81891430791 30.6540904113|
|9|450.379180678|95.7007026585 134.163530868 196.600904621|40.0094762897 -20.5058798893 1.66734869343 -20.5058798893 40.9087072351 -9.17501126425 1.66734869343 -9.17501126425 32.1835098726|
|10|635.10554|101.655368214 129.115757816 195.997423005|34.4694643597 -9.97886243499 -0.339386952503 -9.97886243499 35.1443607174 0.319966614726 -0.339386952503 0.319966614726 26.9855575745|
