#|num|weight|mean|covariance matrix|
|0|540.21945187|44.9104073002 -54.4072812409 145.645766148|55.4440193968 13.2352030509 -3.70683611839 13.2352030509 51.4289777082 19.6212856245 -3.70683611839 19.6212856245 34.1690242383|
|1|1146.04587945|39.4933454395 -92.1095157041 156.98064123|33.4086635278 6.28685866261 1.85616490654 6.28685866261 71.546561863 11.6113812537 1.85616490654 11.6113812537 45.8075636394|
|2|583.044597656|54.7162197794 -57.6185951603 149.612399955|45.1942764414 -21.4675225579 2.51109154941 -21.4675225579 70.3425833886 -7.9968868394 2.51109154941 -7.9968868394 37.1413742256|
|3|572.1064491|66.3638368786 -78.942833602 163.085195842|65.0247301236 -22.973270559 22.327370785 -22.973270559 50.891694788 -18.9210580546 22.327370785 -18.9210580546 62.8813283201|
|4|940.168378442|69.6597127487 -65.0058544956 138.076078251|29.2518378355 2.37915773979 -27.7789470421 2.37915773979 32.2950968587 3.37809229708 -27.7789470421 3.37809229708 70.7996845354|
|5|1519.6102483|40.9757166381 -71.6475300202 136.824685845|37.0268532327 -4.66967449258 8.18813483171 -4.66967449258 41.4257247217 1.74410674915 8.18813483171 1.74410674915 53.0094873452|
|6|395.438067816|48.0774959931 -81.5314047571 156.851903891|72.9946861713 23.7768422115 -4.27867661589 23.7768422115 81.5049196106 -26.785395261 -4.27867661589 -26.785395261 48.7622519147|
|7|477.283992903|45.5169511259 -85.3393640495 157.495329108|56.2222971092 5.10262345598 -2.04741744109 5.10262345598 70.3573216253 -16.9825172206 -2.04741744109 -16.9825172206 44.962964761|
|8|320.777562927|50.3966519792 -74.7534430293 151.642010526|77.1883650363 6.25164237737 31.1664141475 6.25164237737 53.3145149318 -23.3329505063 31.1664141475 -23.3329505063 76.7740654731|
|9|1554.53694239|45.1919607792 -90.0032516216 159.146259311|56.5922528944 3.17029879207 -2.71270879084 3.17029879207 58.4063235854 0.927194310414 -2.71270879084 0.927194310414 38.1202305803|
|10|556.144022545|61.5371490297 -71.1112824294 158.855204247|56.4932876124 -37.6808144001 32.194400613 -37.6808144001 100.145249511 -45.5906039614 32.194400613 -45.5906039614 75.5016561502|
|11|2230.431259|74.1085110492 -86.3059687649 169.118454558|41.492325739 -4.52956579932 5.30555852892 -4.52956579932 29.3929757496 -10.7251064231 5.30555852892 -10.7251064231 53.9026733738|
|12|1921.30514634|35.8483924245 -61.2574970635 141.138806009|34.5037031843 -10.4180438118 -16.1695472986 -10.4180438118 26.183928778 20.3926301049 -16.1695472986 20.3926301049 48.7472799796|
|13|927.673236251|51.3756294592 -51.4235007595 148.41013776|39.9685235887 -15.9956904325 -6.4013133496 -15.9956904325 60.7928522558 1.60502237386 -6.4013133496 1.60502237386 32.0787290745|
|14|882.644918|41.865833029 -76.6137295138 148.215451591|40.9810467775 4.29753307916 8.03362515808 4.29753307916 30.5165694931 -23.8689569172 8.03362515808 -23.8689569172 94.4231328381|
|15|882.875801554|48.5089419685 -87.3501675246 159.325320916|68.7514731085 13.744595332 0.769000971382 13.744595332 65.1566964941 1.96904261511 0.769000971382 1.96904261511 34.0526661655|
|16|2933.72120306|40.9390240445 -74.4993938394 133.703502173|37.6173877982 -4.56305767351 11.7111454246 -4.56305767351 29.6201548575 -5.66718987602 11.7111454246 -5.66718987602 45.784400476|
|17|242.310732593|52.7953377281 -75.0048781579 153.869413623|77.4114769126 9.63059385336 26.3076268609 9.63059385336 55.2153637817 -22.1592607879 26.3076268609 -22.1592607879 70.7613144383|
|18|2145.01056726|70.6668787339 -60.5588186428 119.580300645|29.7377097277 -7.34574111549 1.50808807895 -7.34574111549 14.9212541535 3.81762025405 1.50808807895 3.81762025405 36.1709842213|
|19|1571.26806004|72.0127707414 -83.3865472338 169.184335309|51.3940199196 -13.4517794762 4.1501427659 -13.4517794762 46.2741190517 -11.759223412 4.1501427659 -11.759223412 44.425372741|
