Sample description: 
Sample:   c= .0000 mg/ml  Code: P1_Buffer
Parent(s): datacollection/data/absolute/img_0012_00001.dat datacollection/data/absolute/img_0012_00002.dat datacollection/data/absolute/img_0012_00003.dat datacollection/data/absolute/img_0012_00004.dat datacollection/data/absolute/img_0012_00005.dat datacollection/data/absolute/img_0012_00006.dat datacollection/data/absolute/img_0012_00007.dat datacollection/data/absolute/img_0012_00008.dat datacollection/data/absolute/img_0012_00009.dat datacollection/data/absolute/img_0012_00010.dat datacollection/data/absolute/img_0012_00011.dat datacollection/data/absolute/img_0012_00012.dat datacollection/data/absolute/img_0012_00013.dat datacollection/data/absolute/img_0012_00014.dat datacollection/data/absolute/img_0012_00015.dat datacollection/data/absolute/img_0012_00016.dat datacollection/data/absolute/img_0012_00017.dat datacollection/data/absolute/img_0012_00018.dat datacollection/data/absolute/img_0012_00019.dat datacollection/data/absolute/img_0012_00020.dat datacollection/data/absolute/img_0012_00021.dat datacollection/data/absolute/img_0012_00022.dat datacollection/data/absolute/img_0012_00023.dat datacollection/data/absolute/img_0012_00024.dat datacollection/data/absolute/img_0012_00025.dat datacollection/data/absolute/img_0012_00026.dat datacollection/data/absolute/img_0012_00027.dat datacollection/data/absolute/img_0012_00028.dat datacollection/data/absolute/img_0012_00029.dat datacollection/data/absolute/img_0012_00030.dat datacollection/data/absolute/img_0012_00031.dat datacollection/data/absolute/img_0012_00032.dat datacollection/data/absolute/img_0012_00033.dat datacollection/data/absolute/img_0012_00034.dat datacollection/data/absolute/img_0012_00035.dat datacollection/data/absolute/img_0012_00036.dat datacollection/data/absolute/img_0012_00037.dat datacollection/data/absolute/img_0012_00038.dat datacollection/data/absolute/img_0012_00039.dat datacollection/data/absolute/img_0012_00040.dat datacollection/data/absolute/img_0012_00041.dat datacollection/data/absolute/img_0012_00042.dat datacollection/data/absolute/img_0012_00043.dat datacollection/data/absolute/img_0012_00044.dat datacollection/data/absolute/img_0012_00045.dat datacollection/data/absolute/img_0012_00046.dat datacollection/data/absolute/img_0012_00047.dat datacollection/data/absolute/img_0012_00048.dat datacollection/data/absolute/img_0012_00049.dat datacollection/data/absolute/img_0012_00050.dat datacollection/data/absolute/img_0014_00001.dat datacollection/data/absolute/img_0014_00002.dat datacollection/data/absolute/img_0014_00003.dat datacollection/data/absolute/img_0014_00004.dat datacollection/data/absolute/img_0014_00005.dat datacollection/data/absolute/img_0014_00006.dat datacollection/data/absolute/img_0014_00007.dat datacollection/data/absolute/img_0014_00008.dat datacollection/data/absolute/img_0014_00009.dat datacollection/data/absolute/img_0014_00010.dat datacollection/data/absolute/img_0014_00011.dat datacollection/data/absolute/img_0014_00012.dat datacollection/data/absolute/img_0014_00013.dat datacollection/data/absolute/img_0014_00014.dat datacollection/data/absolute/img_0014_00015.dat datacollection/data/absolute/img_0014_00016.dat datacollection/data/absolute/img_0014_00017.dat datacollection/data/absolute/img_0014_00018.dat datacollection/data/absolute/img_0014_00019.dat datacollection/data/absolute/img_0014_00020.dat datacollection/data/absolute/img_0014_00021.dat datacollection/data/absolute/img_0014_00022.dat datacollection/data/absolute/img_0014_00023.dat datacollection/data/absolute/img_0014_00024.dat datacollection/data/absolute/img_0014_00025.dat datacollection/data/absolute/img_0014_00026.dat datacollection/data/absolute/img_0014_00027.dat datacollection/data/absolute/img_0014_00028.dat datacollection/data/absolute/img_0014_00029.dat datacollection/data/absolute/img_0014_00030.dat datacollection/data/absolute/img_0014_00031.dat datacollection/data/absolute/img_0014_00032.dat datacollection/data/absolute/img_0014_00033.dat datacollection/data/absolute/img_0014_00034.dat datacollection/data/absolute/img_0014_00035.dat datacollection/data/absolute/img_0014_00036.dat datacollection/data/absolute/img_0014_00037.dat datacollection/data/absolute/img_0014_00038.dat datacollection/data/absolute/img_0014_00039.dat datacollection/data/absolute/img_0014_00040.dat datacollection/data/absolute/img_0014_00041.dat datacollection/data/absolute/img_0014_00042.dat datacollection/data/absolute/img_0014_00043.dat datacollection/data/absolute/img_0014_00044.dat datacollection/data/absolute/img_0014_00045.dat datacollection/data/absolute/img_0014_00046.dat datacollection/data/absolute/img_0014_00047.dat datacollection/data/absolute/img_0014_00048.dat datacollection/data/absolute/img_0014_00049.dat datacollection/data/absolute/img_0014_00050.dat  
  1.710980e-02   4.627622e+01   4.998597e-02
  1.986230e-02   1.861562e+01   2.536298e-02
  2.261490e-02   1.487083e+01   2.069378e-02
  2.536740e-02   1.412174e+01   1.746415e-02
  2.811990e-02   1.008164e+01   1.347020e-02
  3.087240e-02   7.263551e+00   1.120269e-02
  3.362490e-02   5.146727e+00   8.832034e-03
  3.637740e-02   3.955335e+00   7.088681e-03
  3.913000e-02   2.968515e+00   6.096428e-03
  4.188250e-02   2.332679e+00   5.018962e-03
  4.463500e-02   1.837092e+00   4.372785e-03
  4.738750e-02   1.519180e+00   3.776963e-03
  5.014000e-02   1.271415e+00   3.400262e-03
  5.289260e-02   1.061167e+00   2.968964e-03
  5.564510e-02   9.080831e-01   2.733368e-03
  5.839760e-02   7.509892e-01   2.385582e-03
  6.115010e-02   6.508205e-01   2.120824e-03
  6.390260e-02   5.537844e-01   1.964212e-03
  6.665510e-02   4.786027e-01   1.737248e-03
  6.940770e-02   4.187981e-01   1.613337e-03
  7.216020e-02   3.595318e-01   1.443804e-03
  7.491270e-02   3.205078e-01   1.336546e-03
  7.766520e-02   2.868976e-01   1.264534e-03
  8.041770e-02   2.574508e-01   1.154041e-03
  8.317020e-02   2.307495e-01   1.070356e-03
  8.592280e-02   2.062626e-01   9.949574e-04
  8.867530e-02   1.901612e-01   9.474530e-04
  9.142780e-02   1.716515e-01   8.834452e-04
  9.418030e-02   1.598786e-01   8.437756e-04
  9.693280e-02   1.468431e-01   7.828466e-04
  9.968540e-02   1.346749e-01   7.443476e-04
  1.024380e-01   1.263514e-01   7.141948e-04
  1.051900e-01   1.182908e-01   6.754325e-04
  1.079430e-01   1.112846e-01   6.409790e-04
  1.106950e-01   1.039378e-01   6.234698e-04
  1.134480e-01   9.811963e-02   5.906134e-04
  1.162000e-01   9.405560e-02   5.735656e-04
  1.189530e-01   8.810522e-02   5.410651e-04
  1.217050e-01   8.481475e-02   5.329123e-04
  1.244580e-01   8.036746e-02   5.128236e-04
  1.272110e-01   7.633504e-02   4.932980e-04
  1.299630e-01   7.456048e-02   4.813481e-04
  1.327160e-01   7.079816e-02   4.576701e-04
  1.354680e-01   6.987010e-02   4.586031e-04
  1.382210e-01   6.668545e-02   4.434105e-04
  1.409730e-01   6.314657e-02   4.208481e-04
  1.437260e-01   6.190870e-02   4.180653e-04
  1.464780e-01   5.961507e-02   4.018078e-04
  1.492310e-01   5.867768e-02   3.986350e-04
  1.519830e-01   5.688674e-02   3.858986e-04
  1.547360e-01   5.501183e-02   3.722303e-04
  1.574880e-01   5.433292e-02   3.737616e-04
  1.602410e-01   5.240513e-02   3.586297e-04
  1.629930e-01   5.088445e-02   3.564387e-04
  1.657460e-01   5.018961e-02   3.465656e-04
  1.684980e-01   4.944921e-02   3.384170e-04
  1.712510e-01   4.831549e-02   3.381616e-04
  1.740030e-01   4.831655e-02   3.284120e-04
  1.767560e-01   4.701999e-02   3.260891e-04
  1.795080e-01   4.593865e-02   3.181846e-04
  1.822610e-01   4.589939e-02   3.160383e-04
  1.850130e-01   4.507939e-02   3.112492e-04
  1.877660e-01   4.490022e-02   3.053532e-04
  1.905180e-01   4.328292e-02   2.994457e-04
  1.932710e-01   4.324421e-02   2.978903e-04
  1.960230e-01   4.261009e-02   2.939549e-04
  1.987760e-01   4.251782e-02   2.946748e-04
  2.015290e-01   4.158236e-02   2.907301e-04
  2.042810e-01   4.124395e-02   2.940763e-04
  2.070340e-01   4.096277e-02   2.934321e-04
  2.097860e-01   4.056256e-02   2.934249e-04
  2.125390e-01   4.027894e-02   2.916787e-04
  2.152910e-01   3.952788e-02   2.871977e-04
  2.180440e-01   3.961303e-02   2.885562e-04
  2.207960e-01   3.903789e-02   2.875035e-04
  2.235490e-01   3.888800e-02   2.845230e-04
  2.263010e-01   3.880899e-02   2.852690e-04
  2.290540e-01   3.745916e-02   2.779114e-04
  2.318060e-01   3.827955e-02   2.826245e-04
  2.345590e-01   3.800835e-02   2.786096e-04
  2.373110e-01   3.799602e-02   2.782353e-04
  2.400640e-01   3.741071e-02   2.751171e-04
  2.428160e-01   3.770775e-02   2.794943e-04
  2.455690e-01   3.697052e-02   2.719021e-04
  2.483210e-01   3.702088e-02   2.736749e-04
  2.510740e-01   3.711174e-02   2.690187e-04
  2.538260e-01   3.638795e-02   2.685122e-04
  2.565790e-01   3.659898e-02   2.727560e-04
  2.593310e-01   3.667986e-02   2.633201e-04
  2.620840e-01   3.658233e-02   2.606990e-04
  2.648360e-01   3.630305e-02   2.527341e-04
  2.675890e-01   3.583271e-02   2.485758e-04
  2.703410e-01   3.613191e-02   2.473929e-04
  2.730940e-01   3.563946e-02   2.430941e-04
  2.758460e-01   3.601825e-02   2.446217e-04
  2.785990e-01   3.557097e-02   2.398859e-04
  2.813520e-01   3.531509e-02   2.363824e-04
  2.841040e-01   3.594671e-02   2.354857e-04
  2.868570e-01   3.587156e-02   2.350287e-04
  2.896090e-01   3.478504e-02   2.314389e-04
  2.923620e-01   3.497506e-02   2.294307e-04
  2.951140e-01   3.520734e-02   2.264721e-04
  2.978670e-01   3.472974e-02   2.255045e-04
  3.006190e-01   3.532411e-02   2.257107e-04
  3.033720e-01   3.522326e-02   2.257679e-04
  3.061240e-01   3.533004e-02   2.220532e-04
  3.088770e-01   3.525604e-02   2.214657e-04
  3.116290e-01   3.462222e-02   2.191114e-04
  3.143820e-01   3.493813e-02   2.190542e-04
  3.171340e-01   3.442109e-02   2.155542e-04
  3.198870e-01   3.443378e-02   2.169521e-04
  3.226390e-01   3.441044e-02   2.222167e-04
  3.253920e-01   3.446259e-02   2.216494e-04
  3.281440e-01   3.423079e-02   2.205420e-04
  3.308970e-01   3.425466e-02   2.207967e-04
  3.336490e-01   3.422737e-02   2.208917e-04
  3.364020e-01   3.410909e-02   2.221640e-04
  3.391540e-01   3.406169e-02   2.203600e-04
  3.419070e-01   3.399519e-02   2.181700e-04
  3.446590e-01   3.365490e-02   2.199441e-04
  3.474120e-01   3.420368e-02   2.200935e-04
  3.501640e-01   3.382695e-02   2.210591e-04
  3.529170e-01   3.404789e-02   2.169369e-04
  3.556690e-01   3.397573e-02   2.181080e-04
  3.584220e-01   3.417565e-02   2.201822e-04
  3.611750e-01   3.406608e-02   2.182209e-04
  3.639270e-01   3.424348e-02   2.198630e-04
  3.666800e-01   3.328172e-02   2.144808e-04
  3.694320e-01   3.390473e-02   2.175268e-04
  3.721850e-01   3.375584e-02   2.168753e-04
  3.749370e-01   3.385681e-02   2.156407e-04
  3.776900e-01   3.382171e-02   2.143417e-04
  3.804420e-01   3.379260e-02   2.152623e-04
  3.831950e-01   3.369944e-02   2.147953e-04
  3.859470e-01   3.377672e-02   2.138590e-04
  3.887000e-01   3.393274e-02   2.138505e-04
  3.914520e-01   3.365955e-02   2.133182e-04
  3.942050e-01   3.377807e-02   2.138676e-04
  3.969570e-01   3.360266e-02   2.128081e-04
  3.997100e-01   3.390438e-02   2.119530e-04
  4.024620e-01   3.346321e-02   2.112146e-04
  4.052150e-01   3.366232e-02   2.115171e-04
  4.079670e-01   3.352908e-02   2.101289e-04
  4.107200e-01   3.362370e-02   2.099482e-04
  4.134720e-01   3.326406e-02   2.092958e-04
  4.162250e-01   3.348758e-02   2.095235e-04
  4.189770e-01   3.334933e-02   2.084587e-04
  4.217300e-01   3.376888e-02   2.086656e-04
  4.244820e-01   3.362059e-02   2.074327e-04
  4.272350e-01   3.320550e-02   2.063020e-04
  4.299870e-01   3.306700e-02   2.058710e-04
  4.327400e-01   3.365149e-02   2.064595e-04
  4.354920e-01   3.290847e-02   2.058357e-04
  4.382450e-01   3.334222e-02   2.071834e-04
  4.409980e-01   3.346055e-02   2.118657e-04
  4.437500e-01   3.358304e-02   2.109440e-04
  4.465030e-01   3.314720e-02   2.095710e-04
  4.492550e-01   3.342739e-02   2.144378e-04
  4.520080e-01   3.322869e-02   2.126170e-04
  4.547600e-01   3.300607e-02   2.149706e-04
  4.575130e-01   3.327737e-02   2.137835e-04
  4.602650e-01   3.328674e-02   2.148435e-04
  4.630180e-01   3.349661e-02   2.169131e-04
  4.657700e-01   3.326643e-02   2.161718e-04
  4.685230e-01   3.294228e-02   2.154619e-04
  4.712750e-01   3.304332e-02   2.138836e-04
  4.740280e-01   3.323324e-02   2.148430e-04
  4.767800e-01   3.304503e-02   2.113639e-04
  4.795330e-01   3.304177e-02   2.097149e-04
  4.822850e-01   3.335512e-02   2.099062e-04
  4.850380e-01   3.336254e-02   2.078682e-04
  4.877900e-01   3.330579e-02   2.080078e-04
  4.905430e-01   3.321161e-02   2.063240e-04
  4.932950e-01   3.321594e-02   2.027596e-04
  4.960480e-01   3.328435e-02   2.039883e-04
  4.988000e-01   3.325737e-02   2.021594e-04
  5.015530e-01   3.306582e-02   2.027328e-04
  5.043050e-01   3.276634e-02   1.992519e-04
  5.070580e-01   3.301054e-02   1.988776e-04
  5.098100e-01   3.299077e-02   1.993709e-04
  5.125630e-01   3.293446e-02   1.982359e-04
  5.153160e-01   3.291998e-02   1.983320e-04
  5.180680e-01   3.285007e-02   1.981195e-04
  5.208210e-01   3.285319e-02   1.993749e-04
  5.235730e-01   3.306378e-02   1.983506e-04
  5.263260e-01   3.325822e-02   1.983887e-04
  5.290780e-01   3.298999e-02   1.979935e-04
  5.318310e-01   3.307339e-02   1.990685e-04
  5.345830e-01   3.303497e-02   1.982635e-04
  5.373360e-01   3.231571e-02   1.959616e-04
  5.400880e-01   3.262190e-02   1.935864e-04
  5.428410e-01   3.282507e-02   1.938016e-04
  5.455930e-01   3.299545e-02   1.948211e-04
  5.483460e-01   3.317548e-02   1.953503e-04
  5.510980e-01   3.293687e-02   1.936199e-04
  5.538510e-01   3.297599e-02   1.923436e-04
  5.566030e-01   3.261633e-02   1.910470e-04
  5.593560e-01   3.274195e-02   1.909201e-04
  5.621080e-01   3.261251e-02   1.895700e-04
  5.648610e-01   3.249840e-02   1.889930e-04
  5.676130e-01   3.321825e-02   1.926781e-04
  5.703660e-01   3.272054e-02   1.901241e-04
  5.731180e-01   3.314018e-02   1.900072e-04
  5.758710e-01   3.264320e-02   1.878693e-04
  5.786230e-01   3.271558e-02   1.889064e-04
  5.813760e-01   3.284403e-02   1.898761e-04
  5.841280e-01   3.278487e-02   1.879237e-04
  5.868810e-01   3.304662e-02   1.885557e-04
  5.896330e-01   3.286937e-02   1.882844e-04
  5.923860e-01   3.261360e-02   1.863886e-04
  5.951390e-01   3.317201e-02   1.895026e-04
  5.978910e-01   3.311699e-02   1.864460e-04
  6.006440e-01   3.287437e-02   1.872470e-04
  6.033960e-01   3.289153e-02   1.872961e-04
  6.061490e-01   3.289504e-02   1.854818e-04
  6.089010e-01   3.265304e-02   1.852486e-04
  6.116540e-01   3.297591e-02   1.857135e-04
  6.144060e-01   3.265078e-02   1.854687e-04
  6.171590e-01   3.279347e-02   1.846393e-04
  6.199110e-01   3.261037e-02   1.830261e-04
  6.226640e-01   3.262238e-02   1.847124e-04
  6.254160e-01   3.273886e-02   1.832774e-04
  6.281690e-01   3.274418e-02   1.839482e-04
  6.309210e-01   3.300391e-02   1.827169e-04
  6.336740e-01   3.296838e-02   1.830483e-04
  6.364260e-01   3.299030e-02   1.856386e-04
  6.391790e-01   3.255971e-02   1.819128e-04
  6.419310e-01   3.309020e-02   1.830656e-04
  6.446840e-01   3.260881e-02   1.802535e-04
  6.474360e-01   3.291305e-02   1.817244e-04
  6.501890e-01   3.289116e-02   1.837044e-04
  6.529410e-01   3.312260e-02   1.815661e-04
  6.556940e-01   3.316129e-02   1.808378e-04
  6.584460e-01   3.284412e-02   1.805939e-04
  6.611990e-01   3.281137e-02   1.810224e-04
  6.639510e-01   3.321670e-02   1.807882e-04
  6.667040e-01   3.297369e-02   1.801203e-04
  6.694560e-01   3.262065e-02   1.792595e-04
  6.722090e-01   3.300796e-02   1.810437e-04
  6.749620e-01   3.287665e-02   1.787416e-04
  6.777140e-01   3.305265e-02   1.789149e-04
  6.804670e-01   3.305678e-02   1.790264e-04
  6.832190e-01   3.327576e-02   1.798225e-04
  6.859720e-01   3.262989e-02   1.778686e-04
  6.887240e-01   3.284127e-02   1.785440e-04
  6.914770e-01   3.290650e-02   1.763601e-04
  6.942290e-01   3.297955e-02   1.782191e-04
  6.969820e-01   3.267464e-02   1.770010e-04
  6.997340e-01   3.289259e-02   1.768069e-04
  7.024870e-01   3.288616e-02   1.759180e-04
  7.052390e-01   3.306143e-02   1.768707e-04
  7.079920e-01   3.306773e-02   1.774691e-04
  7.107440e-01   3.293113e-02   1.758493e-04
  7.134970e-01   3.304609e-02   1.756784e-04
  7.162490e-01   3.314804e-02   1.765250e-04
  7.190020e-01   3.304427e-02   1.758652e-04
  7.217540e-01   3.312667e-02   1.754191e-04
  7.245070e-01   3.275106e-02   1.747035e-04
  7.272590e-01   3.320586e-02   1.754404e-04
  7.300120e-01   3.317312e-02   1.749795e-04
  7.327640e-01   3.311416e-02   1.743583e-04
  7.355170e-01   3.302791e-02   1.733022e-04
  7.382690e-01   3.294246e-02   1.735336e-04
  7.410220e-01   3.301552e-02   1.740998e-04
  7.437740e-01   3.341009e-02   1.736634e-04
  7.465270e-01   3.295806e-02   1.735797e-04
  7.492790e-01   3.273911e-02   1.715532e-04
  7.520320e-01   3.290766e-02   1.725359e-04
  7.547850e-01   3.302346e-02   1.734724e-04
  7.575370e-01   3.301623e-02   1.715651e-04
  7.602900e-01   3.314225e-02   1.725207e-04
  7.630420e-01   3.286061e-02   1.706321e-04
  7.657950e-01   3.325395e-02   1.726280e-04
  7.685470e-01   3.329165e-02   1.720145e-04
  7.713000e-01   3.336332e-02   1.704549e-04
  7.740520e-01   3.317429e-02   1.722423e-04
  7.768050e-01   3.330202e-02   1.709017e-04
  7.795570e-01   3.294727e-02   1.712138e-04
  7.823100e-01   3.312559e-02   1.706243e-04
  7.850620e-01   3.317557e-02   1.737830e-04
  7.878150e-01   3.317441e-02   1.773660e-04
  7.905670e-01   3.279924e-02   1.767500e-04
  7.933200e-01   3.329442e-02   1.793689e-04
  7.960720e-01   3.328744e-02   1.787513e-04
  7.988250e-01   3.296687e-02   1.793886e-04
  8.015770e-01   3.315972e-02   1.811474e-04
  8.043300e-01   3.276971e-02   1.801820e-04
  8.070820e-01   3.284077e-02   1.820510e-04
  8.098350e-01   3.282208e-02   1.820005e-04
  8.125870e-01   3.288892e-02   1.824020e-04
  8.153400e-01   3.296007e-02   1.832424e-04
  8.180920e-01   3.306516e-02   1.834246e-04
  8.208450e-01   3.296117e-02   1.848873e-04
  8.235970e-01   3.279628e-02   1.839827e-04
  8.263500e-01   3.282341e-02   1.855031e-04
  8.291030e-01   3.266036e-02   1.841497e-04
  8.318550e-01   3.257991e-02   1.835940e-04
  8.346080e-01   3.295870e-02   1.878370e-04
  8.373600e-01   3.277398e-02   1.865028e-04
  8.401130e-01   3.288199e-02   1.877355e-04
